,target
31198,1015392.8
31199,1133776.5
31200,2498061.2
31201,478672.0
31202,5070517.5
31203,2808849.2
31204,4607255.5
31205,1925361.4
31206,3930853.0
31207,1840755.6
31208,3134794.2
31209,633098.9
31210,1859691.5
31211,1577977.0
31212,5561794.5
31213,1503645.9
31214,2587463.0
31215,3822343.0
31216,591586.06
31217,221495.48
31218,927674.7
31219,3102599.5
31220,2932880.5
31221,3057087.2
31222,6154332.0
31223,3854671.8
31224,324366.0
31225,984584.1
31226,2618459.2
31227,625060.75
31228,839737.7
31229,1817995.9
31230,5088354.0
31231,1402373.9
31232,542655.0
31233,1585775.0
31234,1332799.2
31235,1847787.9
31236,2896380.5
31237,3630106.8
31238,791701.9
31239,908969.94
31240,1506015.1
31241,1092404.6
31242,1347074.0
31243,2071366.2
31244,736698.75
31245,2524461.5
31246,2667958.2
31247,1152893.9
31248,3524496.2
31249,2716759.0
31250,2359198.0
31251,3498547.2
31252,2146850.8
31253,3173148.2
31254,1812769.2
31255,1001112.25
31256,780858.94
31257,1922273.4
31258,2398792.0
31259,2532634.8
31260,1434412.6
31261,2319913.2
31262,3314686.0
31263,1132443.9
31264,1285187.6
31265,7553534.5
31266,4726283.5
31267,7730222.0
31268,2006756.9
31269,3029194.8
31270,4919320.5
31271,977443.5
31272,1061487.1
31273,2037152.1
31274,1718746.4
31275,799410.25
31276,3896954.8
31277,2287938.2
31278,4042049.5
31279,1534722.4
31280,2589990.0
31281,1781536.4
31282,2265788.0
31283,2579905.2
31284,3710477.0
31285,2559406.2
31286,2888372.0
31287,2510060.5
31288,1525396.5
31289,1721924.2
31290,1378125.0
31291,416138.06
31292,1996574.1
31293,3393465.5
31294,6194421.5
31295,3809082.8
31296,1368441.0
31297,1660764.1
31298,2517005.5
31299,3043742.2
31300,1978133.2
31301,3267022.0
31302,1563654.1
31303,2427387.2
31304,4914656.0
31305,2501828.5
31306,3545504.0
31307,487111.84
31308,1545893.1
31309,2264527.2
31310,2811116.2
31311,3241560.5
31312,3895340.5
31313,4014436.2
31314,4477350.0
31315,2961945.8
31316,1357001.9
31317,1781470.8
31318,2941321.8
31319,3325678.0
31320,4833909.5
31321,2588839.2
31322,2535478.2
31323,4313523.0
31324,1159059.4
31325,329175.16
31326,845482.5
31327,5035161.5
31328,5360329.5
31329,1533741.1
31330,3112963.2
31331,2535728.0
31332,515024.94
31333,639183.3
31334,1890776.2
31335,1147024.4
31336,7152731.0
31337,2667022.0
31338,1690021.4
31339,5985805.5
31340,2168199.2
31341,3043544.2
31342,439360.9
31343,5895337.0
31344,695544.0
31345,1426175.0
31346,814587.5
31347,2292468.2
31348,512073.12
31349,1684131.0
31350,4343181.5
31351,3477217.8
31352,1947527.4
31353,4711356.0
31354,4285445.5
31355,5079541.5
31356,6105300.5
31357,748431.2
31358,1493307.4
31359,3619038.2
31360,4083574.8
31361,2028833.8
31362,886779.2
31363,4343597.0
31364,393226.03
31365,3409701.8
31366,3022382.5
31367,1446711.8
31368,1153293.6
31369,2353497.2
31370,3176979.8
31371,2620559.5
31372,6070361.5
31373,3960201.0
31374,2502801.0
31375,2099983.0
31376,2250110.2
31377,4198543.0
31378,6128476.5
31379,1706559.5
31380,444439.2
31381,1327079.9
31382,859690.2
31383,504017.9
31384,1645612.9
31385,3527083.8
31386,1832741.0
31387,6882163.0
31388,5273859.5
31389,2489923.0
31390,3069463.5
31391,1632571.2
31392,1440061.4
31393,4916642.0
31394,449939.47
31395,2390890.8
31396,1953200.5
31397,1974567.9
31398,2466605.0
31399,4323867.5
31400,603931.5
31401,3594617.5
31402,1532818.2
31403,4231114.5
31404,1505637.0
31405,1228820.9
31406,3208122.8
31407,2075239.1
31408,4352764.5
31409,3398302.5
31410,5124026.5
31411,877834.25
31412,1306452.0
31413,5580063.0
31414,1153574.4
31415,2223695.5
31416,2712223.8
31417,1697310.1
31418,540375.3
31419,7489552.5
31420,7602298.5
31421,3916231.5
31422,2290943.2
31423,1406565.8
31424,3891481.0
31425,1964688.1
31426,1508296.9
31427,523104.72
31428,5319815.5
31429,4737822.5
31430,3879877.5
31431,1560889.1
31432,5100334.5
31433,1206669.1
31434,1962239.5
31435,988805.75
31436,1100754.2
31437,1824699.6
31438,1515914.4
31439,1009621.25
31440,5590129.5
31441,3987188.5
31442,2499475.0
31443,7516375.5
31444,1447565.8
31445,1281553.4
31446,644729.56
31447,1807461.5
31448,3200225.0
31449,4215371.0
31450,515024.94
31451,1151789.1
31452,6524004.0
31453,2944816.2
31454,4501507.0
31455,6542345.5
31456,1834296.4
31457,1961537.2
31458,3573307.0
31459,529905.9
31460,36405.0
31461,5370731.5
31462,1389113.0
31463,511230.3
31464,2592205.2
31465,1904951.8
31466,1314096.0
31467,4055449.8
31468,2761676.0
31469,640054.25
31470,2726334.0
31471,1702839.0
31472,2063187.1
31473,1273889.8
31474,3352012.2
31475,2909456.2
31476,2972016.5
31477,4317313.5
31478,1466845.8
31479,506795.38
31480,1337152.0
31481,1383579.4
31482,1124379.8
31483,3355482.0
31484,7412633.0
31485,1230136.4
31486,2127872.5
31487,5025937.0
31488,3469396.2
31489,2074193.0
31490,687539.6
31491,2654826.8
31492,204795.28
31493,3255605.5
31494,3097314.0
31495,7570676.0
31496,2577171.5
31497,1083021.5
31498,1152928.9
31499,3985331.5
31500,4466087.5
31501,471310.16
31502,2560573.8
31503,2474481.0
31504,4039746.5
31505,2839080.8
31506,1409999.6
31507,3192291.2
31508,1213670.2
31509,4061353.5
31510,2469689.5
31511,707324.06
31512,2340540.8
31513,3154783.2
31514,3045205.5
31515,5054548.5
31516,1180381.8
31517,1928083.6
31518,723210.8
31519,1175194.2
31520,361037.78
31521,1532671.8
31522,5357101.0
31523,673496.06
31524,5805500.5
31525,3113093.8
31526,1261962.8
31527,2420576.8
31528,3588369.8
31529,6230969.5
31530,3566350.0
31531,1282794.6
31532,2586722.8
31533,1254635.8
31534,4007718.2
31535,533705.7
31536,3939137.0
31537,4334800.5
31538,2733978.2
31539,1641993.1
31540,376816.9
31541,936914.8
31542,7442193.5
31543,2100003.2
31544,239337.86
31545,3477744.8
31546,887293.5
31547,3269863.8
31548,675292.3
31549,4303441.0
31550,4357271.0
31551,1816844.9
31552,1360776.2
31553,4304125.5
31554,1711385.9
31555,1572486.4
31556,1381321.0
31557,1164203.8
31558,1544169.6
31559,2179874.0
31560,4957332.5
31561,2749719.0
31562,1383579.4
31563,631337.25
31564,1924247.2
31565,2322454.5
31566,1138313.2
31567,3905615.0
31568,1811062.4
31569,1880323.5
31570,978971.4
31571,612311.6
31572,1015965.2
31573,4798015.0
31574,427197.1
31575,1607015.9
31576,671590.1
31577,2028996.0
31578,1506341.1
31579,3707267.0
31580,2499493.5
31581,2551180.2
31582,4299168.5
31583,5601006.5
31584,1651299.5
31585,4469121.5
31586,505570.2
31587,1570964.4
31588,939329.94
31589,2742648.5
31590,2061977.6
31591,1305389.4
31592,3501033.8
31593,2900960.8
31594,4367144.0
31595,1236834.1
31596,2109537.0
31597,218421.97
31598,2912374.2
31599,3623331.5
31600,5011930.0
31601,3596930.5
31602,3526963.0
31603,2436383.2
31604,2360397.5
31605,2633851.2
31606,1635624.9
31607,1575266.8
31608,545170.6
31609,1111866.8
31610,3402941.5
31611,1787736.0
31612,1398835.5
31613,2504160.8
31614,1133258.0
31615,5494330.0
31616,2351455.2
31617,2263898.0
31618,1999876.8
31619,567361.1
31620,1199741.5
31621,689193.3
31622,569530.9
31623,1160470.9
31624,1718466.9
31625,1893316.5
31626,2577116.5
31627,3929634.2
31628,4398241.0
31629,687224.6
31630,2791573.8
31631,2590629.2
31632,7643815.0
31633,6160543.5
31634,3438602.8
31635,2906657.2
31636,4007874.2
31637,1066701.2
31638,2377457.0
31639,2412822.5
31640,1685766.8
31641,1786830.6
31642,239183.81
31643,1036527.8
31644,5578543.5
31645,694068.7
31646,1667907.2
31647,4358971.0
31648,2236140.5
31649,1517154.4
31650,4870304.5
31651,1471081.5
31652,1181062.5
31653,4080076.2
31654,1744166.2
31655,2488538.8
31656,3525227.8
31657,3259902.2
31658,841297.9
31659,1610370.0
31660,5755042.5
31661,2554066.5
31662,3293357.0
31663,485458.28
31664,748431.2
31665,1707853.1
31666,5363115.5
31667,3275967.2
31668,943270.44
31669,3917681.2
31670,1341699.4
31671,7180201.0
31672,2890734.8
31673,1058356.9
31674,2367585.2
31675,824272.1
31676,5315186.0
31677,3327288.5
31678,2849594.5
31679,3295062.0
31680,3197424.0
31681,4716461.0
31682,1931911.6
31683,2083300.6
31684,3640289.8
31685,2493744.5
31686,391964.72
31687,542718.06
31688,1594818.9
31689,4665701.0
31690,490814.72
31691,2537310.0
31692,1425455.8
31693,1401933.2
31694,2207064.8
31695,3989169.8
31696,4250477.0
31697,4295125.0
31698,2001696.8
31699,2069410.1
31700,3884013.0
31701,2236297.0
31702,2037757.0
31703,1745343.0
31704,1625247.1
31705,2656935.5
31706,212780.89
31707,3655911.0
31708,5794089.0
31709,3562560.8
31710,2867692.5
31711,5387140.0
31712,737443.3
31713,2281267.8
31714,853282.5
31715,1827758.5
31716,8007175.5
31717,1182437.1
31718,893463.5
31719,2887669.2
31720,2981658.0
31721,1662934.5
31722,2522396.2
31723,4828212.0
31724,2238838.8
31725,1869807.5
31726,1703581.1
31727,2143751.0
31728,827376.5
31729,2822784.8
31730,1836873.2
31731,361009.12
31732,1785260.1
31733,1811244.1
31734,954743.4
31735,3985478.2
31736,2917782.5
31737,2617305.5
31738,1891185.6
31739,2509393.2
31740,5825851.5
31741,2977289.8
31742,1561791.4
31743,1091232.5
31744,1785029.5
31745,2646802.8
31746,3413218.5
31747,1202491.2
31748,4190657.0
31749,1390368.8
31750,790985.44
31751,2238301.5
31752,2944513.2
31753,995684.5
31754,1176304.8
31755,3331263.8
31756,1960027.0
31757,3399448.0
31758,203896.98
31759,1892334.5
31760,3563290.5
31761,1939575.8
31762,2202097.0
31763,1531644.0
31764,4331220.5
31765,6724720.5
31766,1027892.9
31767,1209801.1
31768,4499449.0
31769,5935130.5
31770,5249767.0
31771,3168121.5
31772,1358205.5
31773,1222562.2
31774,1674964.9
31775,6633744.5
31776,2610670.0
31777,191048.77
31778,1274384.1
31779,2376751.8
31780,7411666.0
31781,861524.4
31782,4326448.0
31783,1222866.4
31784,1754319.0
31785,3035078.5
31786,1843190.5
31787,3404441.2
31788,3666429.2
31789,3171421.5
31790,4445246.0
31791,1616835.2
31792,740985.75
31793,4536975.0
31794,3630745.2
31795,730639.0
31796,2959977.0
31797,1268954.6
31798,2394084.2
31799,4571492.0
31800,815474.0
31801,4086435.5
31802,1319570.0
31803,933771.4
31804,835869.44
31805,3510764.8
31806,806044.1
31807,1179157.9
31808,6696990.0
31809,1037234.9
31810,6377422.5
31811,2609700.2
31812,4000718.0
31813,1215431.6
31814,1856515.8
31815,1793251.0
31816,1653442.6
31817,5304835.5
31818,845897.7
31819,3065815.5
31820,1806057.8
31821,1126240.4
31822,1659974.5
31823,314302.25
31824,938757.2
31825,3999481.5
31826,565052.4
31827,1624040.1
31828,2183208.5
31829,1610465.5
31830,2561424.2
31831,1947571.8
31832,5673176.0
31833,6693410.0
31834,1251828.2
31835,2991398.2
31836,1620848.9
31837,331071.2
31838,1983647.6
31839,4375899.0
31840,1845435.8
31841,1904513.2
31842,2212862.2
31843,1934961.5
31844,2923361.2
31845,2748776.0
31846,3566365.2
31847,2424929.5
31848,6130241.0
31849,2497799.8
31850,8121623.0
31851,4407727.0
31852,2918036.2
31853,1648544.9
31854,558680.2
31855,1913943.1
31856,4955948.5
31857,2602353.0
31858,4232623.0
31859,4537745.5
31860,109359.56
31861,1046796.44
31862,2049338.4
31863,1253730.6
31864,1139397.4
31865,1890337.8
31866,1396121.8
31867,4130010.0
31868,2177449.0
31869,952123.9
31870,354040.4
31871,3043855.2
31872,4085172.0
31873,456443.2
31874,4173139.2
31875,4058106.5
31876,635236.75
31877,792790.8
31878,2641394.8
31879,2596072.2
31880,869567.94
31881,3518451.0
31882,3692526.5
31883,1243089.4
31884,4064692.8
31885,2128678.8
31886,143654.75
31887,5058524.5
31888,2333474.8
31889,2923537.2
31890,2819932.5
31891,987583.3
31892,335864.2
31893,1346297.9
31894,4148801.2
31895,1120113.5
31896,4309090.0
31897,4395948.0
31898,2706929.0
31899,5577377.5
31900,4627454.5
31901,1352267.9
31902,1625321.9
31903,1290515.8
31904,2990307.8
31905,3071977.0
31906,903918.5
31907,2031937.5
31908,3173305.8
31909,4317889.5
31910,1528799.0
31911,418959.78
31912,3741318.2
31913,1833126.9
31914,408089.94
31915,8809056.0
31916,2082313.5
31917,1539867.5
31918,497620.8
31919,2900605.0
31920,4677248.5
31921,1355730.4
31922,2025311.2
31923,5053864.5
31924,3138253.0
31925,3161488.8
31926,2094845.6
31927,2154222.2
31928,1543035.5
31929,5375559.0
31930,2772669.0
31931,3569751.2
31932,1160660.1
31933,281337.3
31934,2255088.5
31935,2030632.4
31936,1105830.0
31937,1962411.9
31938,385025.28
31939,6234304.5
31940,1824795.1
31941,1520377.0
31942,3728809.5
31943,2283057.8
31944,2293919.8
31945,5457729.0
31946,649272.56
31947,1568533.2
31948,1116143.2
31949,2171731.0
31950,1575682.1
31951,1106475.6
31952,2016313.5
31953,3480954.8
31954,2216245.0
31955,1463121.0
31956,784572.8
31957,3329915.5
31958,1579014.0
31959,2432963.5
31960,834311.5
31961,860407.75
31962,1605597.1
31963,2032635.5
31964,793673.9
31965,3220110.8
31966,870117.44
31967,2697583.8
31968,1467334.8
31969,1425174.8
31970,6598398.5
31971,1321313.0
31972,1834216.0
31973,6474378.5
31974,1875135.9
31975,1174938.0
31976,2428474.8
31977,5433260.5
31978,1043493.94
31979,2295254.8
31980,2896093.5
31981,463917.5
31982,3723896.5
31983,2169908.2
31984,822248.75
31985,1032495.44
31986,764190.5
31987,3015200.8
31988,6383401.0
31989,4721964.0
31990,1372369.5
31991,2137284.0
31992,2169381.5
31993,2779001.0
31994,3129337.0
31995,2021246.1
31996,1597184.5
31997,2133185.8
31998,6450847.5
31999,1132200.9
32000,1741591.8
32001,3772702.0
32002,1349658.8
32003,1512292.0
32004,4817673.0
32005,2789791.2
32006,772130.25
32007,4529672.5
32008,1309553.8
32009,1159175.5
32010,3203125.8
32011,1148918.2
32012,2235930.8
32013,1101604.5
32014,2674950.8
32015,1854473.1
32016,3810498.5
32017,1705780.1
32018,649638.06
32019,1575913.8
32020,2419621.5
32021,1544975.1
32022,1118836.9
32023,510412.53
32024,1383013.9
32025,2821436.2
32026,6783796.0
32027,4370372.0
32028,5856836.0
32029,3620089.0
32030,3379136.0
32031,3737115.8
32032,3497448.2
32033,4489264.5
32034,5457392.0
32035,2334087.5
32036,1106582.4
32037,3375638.8
32038,3573435.5
32039,1937287.8
32040,1318319.0
32041,4865875.0
32042,2256895.8
32043,2655141.5
32044,3253203.8
32045,295202.8
32046,3857042.5
32047,654571.8
32048,1604785.2
32049,1779613.4
32050,3057682.8
32051,2900892.0
32052,4794262.5
32053,6305996.0
32054,653530.1
32055,1341100.8
32056,1360334.9
32057,384817.25
32058,354040.4
32059,1223913.2
32060,313924.72
32061,2736630.0
32062,2732062.0
32063,4793701.5
32064,2917290.2
32065,1650143.8
32066,5004438.0
32067,4571727.5
32068,985098.25
32069,240362.22
32070,4152661.2
32071,4746157.5
32072,2250299.0
32073,2584172.2
32074,1875398.0
32075,6610814.0
32076,2103171.5
32077,1631956.1
32078,2041443.5
32079,2983138.8
32080,623040.25
32081,5437459.5
32082,2376977.2
32083,1616316.8
32084,1690253.4
32085,2343094.5
32086,1659756.6
32087,2554851.0
32088,3070539.8
32089,4284426.5
32090,2044053.4
32091,1594741.9
32092,3665776.0
32093,1419518.2
32094,2660798.5
32095,1469386.4
32096,569218.06
32097,2438439.2
32098,1879224.2
32099,477550.8
32100,1251623.2
32101,1415319.9
32102,5735368.0
32103,1639412.1
32104,803819.7
32105,2274723.0
32106,2948758.2
32107,2491033.2
32108,366443.25
32109,4167573.2
32110,297781.4
32111,2413050.8
32112,110183.55
32113,5444745.5
32114,2754227.5
32115,3970860.2
32116,2713274.8
32117,2227455.2
32118,850980.1
32119,642947.44
32120,1615643.5
32121,4042264.2
32122,508999.62
32123,6071563.0
32124,1603208.1
32125,2761241.0
32126,1596097.8
32127,820758.4
32128,538863.2
32129,2050850.9
32130,5626587.5
32131,472013.47
32132,1371754.2
32133,3381381.2
32134,3672940.2
32135,435547.34
32136,1833331.9
32137,597245.44
32138,2655793.0
32139,2685886.5
32140,4282595.0
32141,3734015.8
32142,1807662.4
32143,1926675.9
32144,1635118.0
32145,5064778.5
32146,1977650.9
32147,1841513.5
32148,4301137.0
32149,824504.2
32150,1837470.6
32151,1337504.4
32152,4282431.0
32153,3652135.0
32154,1328569.6
32155,2513415.8
32156,1671173.9
32157,1892490.0
32158,3555494.5
32159,7359630.0
32160,3945862.2
32161,1421312.4
32162,1481662.5
32163,4205010.0
32164,3507019.0
32165,5089347.0
32166,3556317.0
32167,1273927.6
32168,695788.25
32169,847932.7
32170,2736205.0
32171,2210573.2
32172,4543653.5
32173,5433567.5
32174,4862767.5
32175,1678386.1
32176,1512477.6
32177,3377035.5
32178,141016.48
32179,251470.27
32180,2621672.8
32181,2152547.5
32182,2271912.2
32183,1254032.5
32184,3392090.8
32185,4791507.5
32186,5930344.5
32187,2435348.8
32188,3467426.5
32189,1339773.0
32190,3526366.2
32191,7869004.5
32192,1279864.4
32193,3437612.2
32194,4005900.5
32195,2230552.2
32196,6812851.0
32197,2339630.8
32198,584365.3
32199,990647.4
32200,1018282.6
32201,691680.06
32202,895626.1
32203,2295497.2
32204,1680840.0
32205,4396113.0
32206,1576636.2
32207,4265028.5
32208,3351315.5
32209,751763.94
32210,4712968.0
32211,2179353.2
32212,470942.75
32213,1188979.9
32214,741737.1
32215,971257.5
32216,351819.28
32217,1773806.6
32218,4740058.5
32219,1053088.6
32220,2599060.2
32221,2874726.0
32222,1260883.8
32223,567989.75
32224,2751210.8
32225,1990287.6
32226,3121624.2
32227,109359.56
32228,585495.0
32229,1738755.6
32230,1497538.9
32231,837022.06
32232,1118027.8
32233,1409694.4
32234,933834.1
32235,6388044.5
32236,5725593.0
32237,1884349.0
32238,5134671.5
32239,1309577.4
32240,937047.44
32241,2362458.0
32242,422997.84
32243,3945886.5
32244,1576300.1
32245,561446.75
32246,1200538.0
32247,1757496.0
32248,2270480.8
32249,2325272.0
32250,7367094.0
32251,3099742.5
32252,281514.44
32253,2709931.0
32254,1832671.0
32255,1384695.9
32256,1506279.0
32257,852785.9
32258,2179091.0
32259,1646876.5
32260,3383407.2
32261,2479419.5
32262,4942267.0
32263,3615524.0
32264,1693074.4
32265,1286336.9
32266,1174046.2
32267,1604347.6
32268,175528.44
32269,3030682.2
32270,5983460.0
32271,302173.3
32272,882628.94
32273,5508973.5
32274,3210685.0
32275,1523320.0
32276,5842702.0
32277,403323.5
32278,2364543.2
32279,3079631.5
32280,1544721.0
32281,1464468.9
32282,6032643.5
32283,3028009.0
32284,2812628.8
32285,744426.44
32286,3816794.8
32287,2412881.0
32288,6365218.0
32289,583347.94
32290,4904736.5
32291,1956193.5
32292,1868202.0
32293,952377.7
32294,2615582.0
32295,278669.25
32296,7294483.0
32297,3641481.0
32298,2762376.2
32299,1590052.1
32300,1850161.2
32301,4358967.0
32302,5184871.5
32303,2839810.5
32304,260409.52
32305,883544.1
32306,602116.0
32307,3105440.5
32308,1439181.1
32309,2345932.2
32310,765527.2
32311,1993810.6
32312,2428383.5
32313,341927.94
32314,2968148.5
32315,2716809.0
32316,4450883.5
32317,2663357.2
32318,937104.3
32319,4355716.0
32320,833494.3
32321,605383.8
32322,1394366.6
32323,4336031.5
32324,4832842.0
32325,1446814.8
32326,2890734.8
32327,5402254.5
32328,4144011.5
32329,537685.8
32330,3230535.0
32331,2274400.2
32332,2949216.2
32333,1722809.4
32334,1286605.6
32335,1165855.2
32336,5879812.0
32337,5482888.0
32338,6264474.5
32339,6244916.0
32340,819293.4
32341,2593597.0
32342,4293587.0
32343,721123.06
32344,1128281.8
32345,3728255.2
32346,4825483.0
32347,5270118.0
32348,1521979.6
32349,1496617.5
32350,1103986.5
32351,1016513.25
32352,2706061.8
32353,800115.2
32354,1163664.2
32355,3782973.0
32356,1209071.5
32357,7171614.5
32358,4859149.5
32359,203024.61
32360,515477.97
32361,2043072.9
32362,983638.6
32363,1551482.9
32364,5079163.5
32365,1187084.0
32366,1812443.2
32367,943181.94
32368,2345510.2
32369,578934.56
32370,1221834.1
32371,1754362.0
32372,5643841.0
32373,1866984.1
32374,325287.6
32375,2488160.0
32376,5467637.5
32377,2527013.2
32378,2964272.0
32379,1677972.4
32380,856301.3
32381,3226480.8
32382,2246122.2
32383,6076626.5
32384,1998562.6
32385,909559.75
32386,2294667.8
32387,4525309.5
32388,669066.06
32389,1139911.9
32390,879156.56
32391,1321546.0
32392,481308.03
32393,3840838.0
32394,3219270.8
32395,4215233.5
32396,5351328.5
32397,1873574.5
32398,262824.53
32399,1149008.9
32400,2308000.0
32401,1685696.1
32402,817653.9
32403,5718687.0
32404,6740000.0
32405,4581909.5
32406,1647565.4
32407,874322.9
32408,2416575.8
32409,4107613.2
32410,5376400.5
32411,838966.3
32412,310429.3
32413,2727355.5
32414,5478035.5
32415,5113602.0
32416,1366929.4
32417,3574650.2
32418,5253160.5
32419,1433693.1
32420,3377855.0
32421,1562231.8
32422,982349.06
32423,3309609.2
32424,1402172.4
32425,494685.84
32426,2025525.1
32427,3328885.2
32428,671033.06
32429,2007182.9
32430,3461732.8
32431,3220614.2
32432,2493543.5
32433,1531262.5
32434,7200683.5
32435,1364292.5
32436,3299552.0
32437,2036575.6
32438,27762.955
32439,1880323.5
32440,397870.75
32441,1528720.5
32442,2829673.2
32443,451361.38
32444,5756728.5
32445,2058881.9
32446,1332686.8
32447,1219844.6
32448,1227958.4
32449,1992739.8
32450,4746103.0
32451,2969072.5
32452,1938070.6
32453,232527.9
32454,2176217.5
32455,3040705.0
32456,1461011.6
32457,2364291.2
32458,1738341.9
32459,1896134.5
32460,2133982.2
32461,2048717.4
32462,4186116.8
32463,629353.56
32464,2352120.0
32465,4059091.5
32466,2611139.5
32467,5101612.0
32468,4290361.5
32469,2259798.2
32470,6502633.5
32471,1429386.0
32472,447000.62
32473,2452108.5
32474,2993244.2
32475,2126590.0
32476,3032122.5
32477,2207882.0
32478,1166549.9
32479,997102.4
32480,1551985.4
32481,3899120.5
32482,4399970.5
32483,6196088.0
32484,3232902.0
32485,1885399.1
32486,738276.0
32487,2248194.5
32488,2536835.8
32489,2263750.8
32490,4454764.5
32491,3617509.8
32492,446236.2
32493,919980.7
32494,4513791.5
32495,1165704.9
32496,476485.72
32497,3325486.8
32498,772314.4
32499,6255151.0
32500,1162063.0
32501,377065.78
32502,1337832.8
32503,3962996.5
32504,4022518.2
32505,2919776.5
32506,5630614.5
32507,1177227.9
32508,4835252.0
32509,1744387.6
32510,1147366.4
32511,1822732.5
32512,5368682.5
32513,4683852.0
32514,3346160.8
32515,2681169.8
32516,880254.8
32517,4308044.5
32518,4052853.2
32519,627080.9
32520,1385743.6
32521,597988.44
32522,4102248.5
32523,2226975.2
32524,3719002.2
32525,3166806.8
32526,3967883.0
32527,345139.12
32528,4907115.5
32529,490206.38
32530,1102934.5
32531,3500597.8
32532,2944564.5
32533,431093.5
32534,3780071.5
32535,2041106.4
32536,3526944.8
32537,813404.9
32538,2559824.0
32539,3021893.5
32540,678862.2
32541,1384553.4
32542,3507126.0
32543,1666096.0
32544,1341442.1
32545,720627.9
32546,7460664.5
32547,1666488.2
32548,1714928.5
32549,3758925.2
32550,1360387.5
32551,1343653.9
32552,1545061.4
32553,2134021.5
32554,2674816.5
32555,4787792.0
32556,1705468.0
32557,2141796.0
32558,1394366.6
32559,542925.6
32560,3822347.5
32561,530146.2
32562,3058949.5
32563,4549999.5
32564,1189938.5
32565,3971916.5
32566,3861595.0
32567,283519.7
32568,1230962.9
32569,2411228.2
32570,2669085.5
32571,5011632.5
32572,232702.66
32573,5721270.0
32574,622115.9
32575,2797704.0
32576,520403.66
32577,7335509.5
32578,3612466.5
32579,6955749.5
32580,1560206.9
32581,1072913.5
32582,3477884.2
32583,1734689.4
32584,6027535.5
32585,2393457.8
32586,590725.9
32587,3341904.8
32588,867931.0
32589,988514.44
32590,692546.44
32591,5716152.5
32592,5336356.0
32593,5650997.0
32594,1030099.8
32595,6328878.5
32596,4541493.5
32597,5154564.0
32598,1934151.2
32599,1818603.6
32600,798503.9
32601,838825.8
32602,346723.78
32603,867564.94
32604,4782157.5
32605,4126267.0
32606,3328305.8
32607,1790982.4
32608,2614669.0
32609,2944313.2
32610,6028233.0
32611,292517.66
32612,1835723.8
32613,406797.06
32614,3804287.8
32615,2427490.2
32616,2353831.5
32617,4142809.0
32618,563027.56
32619,3366493.8
32620,1552179.4
32621,3434051.8
32622,2783855.8
32623,2012304.4
32624,736646.0
32625,1790173.1
32626,5367949.5
32627,1758337.9
32628,900877.6
32629,3151799.5
32630,808602.44
32631,895683.9
32632,2698624.0
32633,651043.5
32634,3183602.5
32635,1837767.0
32636,1516491.4
32637,6496813.5
32638,786917.6
32639,453350.2
32640,1528388.1
32641,1703385.9
32642,1806106.0
32643,1633545.9
32644,3274650.2
32645,2618036.0
32646,1785035.2
32647,1166586.4
32648,2143449.2
32649,1167325.4
32650,1127227.0
32651,1035564.7
32652,6219113.0
32653,2671643.5
32654,4380644.5
32655,1877837.2
32656,2035615.4
32657,4113666.0
32658,1090974.1
32659,1151927.6
32660,3389481.0
32661,2920031.2
32662,4540907.5
32663,2639625.8
32664,1532881.0
32665,663349.1
32666,2852074.0
32667,1997731.4
32668,886012.1
32669,3394643.2
32670,6016430.0
32671,677533.5
32672,1209523.0
32673,5070550.0
32674,1992255.0
32675,919050.06
32676,1668050.5
32677,2994055.2
32678,1875818.1
32679,1335087.9
32680,4571154.0
32681,2446974.2
32682,1414778.0
32683,4490918.0
32684,3118285.2
32685,3523739.2
32686,1995653.9
32687,5485729.5
32688,2098700.8
32689,4026657.2
32690,4802026.0
32691,4258316.5
32692,2920267.5
32693,2671878.8
32694,2959117.5
32695,1989891.5
32696,3962211.8
32697,2057247.4
32698,1027244.56
32699,7219658.0
32700,3671269.5
32701,1618190.5
32702,1594723.2
32703,426156.4
32704,3039187.2
32705,3053407.8
32706,3532066.0
32707,3035616.2
32708,2370289.2
32709,2431797.0
32710,4144500.8
32711,4971825.5
32712,6270269.0
32713,2288588.5
32714,5724694.5
32715,1315074.1
32716,6931887.0
32717,1627581.5
32718,612221.9
32719,2703975.8
32720,6121305.0
32721,3666545.8
32722,831729.9
32723,3663237.2
32724,3513602.5
32725,1084062.6
32726,1868682.9
32727,2302941.0
32728,1116920.6
32729,2223258.2
32730,867863.2
32731,1315296.6
32732,1613050.2
32733,4034552.5
32734,2744519.2
32735,5385253.5
32736,2185587.0
32737,871651.75
32738,5159439.5
32739,421588.94
32740,1156305.9
32741,3120732.8
32742,3841487.8
32743,996117.6
32744,7761661.0
32745,2055012.4
32746,1140353.4
32747,1633148.2
32748,690600.2
32749,806391.5
32750,3029073.8
32751,647777.1
32752,1102504.0
32753,3334601.5
32754,1462378.0
32755,693199.25
32756,791445.25
32757,714612.3
32758,777005.44
32759,4663785.5
32760,5450345.5
32761,2408582.5
32762,1438679.9
32763,441251.47
32764,919341.94
32765,2068759.9
32766,4688491.5
32767,3568999.8
32768,3112639.8
32769,1068691.2
32770,1778846.1
32771,5247407.0
32772,1186387.4
32773,2730004.5
32774,4455680.0
32775,2855172.5
32776,353392.34
32777,1979260.8
32778,1761728.9
32779,1777775.2
32780,2068043.5
32781,4021002.5
32782,1578493.9
32783,6281270.5
32784,3374095.8
